# U-Turn Demonstration
# Street Width: 6.0m
# Total Steps: 262
# Success: Yes
# Date: 2025-03-24 18:31:47

# Initial State: 3.000000, 2.450000, 1.570796

# step, x, y, gamma, action
62, 2.678351, 4.877894, 2.386769, 1
63, 2.718818, 4.839830, 2.404130, 1
64, 2.759939, 4.802473, 2.421491, 1
65, 2.801702, 4.765837, 2.438852, 1
66, 2.844095, 4.729930, 2.456213, 1
67, 2.887105, 4.694766, 2.473574, 1
68, 2.930719, 4.660353, 2.490935, 1
69, 2.974923, 4.626702, 2.508296, 1
70, 3.019706, 4.593824, 2.525657, 1
71, 3.065052, 4.561728, 2.543019, 1
72, 3.110949, 4.530425, 2.560380, 1
73, 3.157382, 4.499923, 2.577741, 1
74, 3.204338, 4.470231, 2.595102, 1
75, 3.156874, 4.499103, 2.612463, 1
76, 3.108915, 4.527147, 2.629824, 1
77, 3.060478, 4.554353, 2.647185, 1
78, 3.011575, 4.580715, 2.664546, 1
79, 2.962222, 4.606224, 2.681907, 66
80, 2.912433, 4.630872, 2.699269, 66
81, 2.862224, 4.654652, 2.716630, 131
82, 2.912839, 4.631747, 2.733991, 131
83, 2.963843, 4.609724, 2.751352, 131
84, 3.015221, 4.588590, 2.768713, 131
85, 3.066959, 4.568351, 2.786074, 131
86, 3.119041, 4.549014, 2.803435, 131
87, 3.066631, 4.567444, 2.820796, 131
88, 3.013910, 4.584962, 2.838157, 66
89, 2.960893, 4.601562, 2.855519, 66
90, 2.907595, 4.617239, 2.872880, 1
91, 2.961157, 4.602490, 2.890241, 1
92, 3.014967, 4.588673, 2.907602, 1
93, 3.069008, 4.575791, 2.924963, 1
94, 3.123265, 4.563850, 2.942324, 1
95, 3.068809, 4.574848, 2.959685, 66
96, 3.014170, 4.584898, 2.977046, 131
97, 2.959365, 4.593998, 2.994407, 131
98, 2.904410, 4.602146, 3.011769, 131
99, 2.849322, 4.609338, 3.029130, 131
100, 2.904527, 4.603103, 3.046491, 129
101, 2.959831, 4.597828, 3.063852, 66
102, 3.015219, 4.593513, 3.081213, 1
103, 3.070673, 4.590161, 3.098574, 1
104, 3.015169, 4.592550, 3.115935, 1
105, 2.959632, 4.593975, 3.133296, 1
106, 2.904078, 4.594436, 3.150657, 66
107, 2.848525, 4.593932, 3.168019, 131
108, 2.792989, 4.592465, 3.185380, 131
109, 2.737486, 4.590033, 3.202741, 131
110, 2.792938, 4.593428, 3.220102, 131
111, 2.848323, 4.597785, 3.237463, 131
112, 2.903623, 4.603103, 3.254824, 66
113, 2.958823, 4.609380, 3.272185, 66
114, 3.013905, 4.616615, 3.289546, 1
115, 3.068854, 4.624804, 3.306907, 1
116, 3.123652, 4.633947, 3.324269, 1
117, 3.069021, 4.623854, 3.341630, 1
118, 3.014573, 4.612815, 3.358991, 66
119, 2.960325, 4.600832, 3.376352, 66
120, 2.906294, 4.587910, 3.393713, 131
121, 2.852494, 4.574051, 3.411074, 131
122, 2.798944, 4.559260, 3.428435, 131
123, 2.852230, 4.574978, 3.445796, 129
124, 2.905234, 4.591619, 3.463157, 66
125, 2.957942, 4.609177, 3.480519, 66
126, 3.010337, 4.627648, 3.497880, 129
127, 3.062404, 4.647026, 3.515241, 131
128, 3.114126, 4.667304, 3.532602, 131
129, 3.165489, 4.688478, 3.549963, 131
130, 3.216476, 4.710540, 3.567324, 66
131, 3.267072, 4.733483, 3.584685, 66
132, 3.216882, 4.709665, 3.602046, 66
133, 3.167112, 4.684978, 3.619407, 1
134, 3.117779, 4.659432, 3.636769, 1
135, 3.068896, 4.633033, 3.654130, 1
136, 3.020480, 4.605789, 3.671491, 1
137, 2.972543, 4.577708, 3.688852, 1
138, 2.925101, 4.548800, 3.706213, 1
139, 2.878168, 4.519073, 3.723574, 1
140, 2.831758, 4.488535, 3.740935, 66
141, 2.785886, 4.457196, 3.758296, 66
142, 2.740564, 4.425065, 3.775657, 66
143, 2.785321, 4.457978, 3.793019, 131
144, 2.829500, 4.491662, 3.810380, 131
145, 2.873088, 4.526109, 3.827741, 131
146, 2.916070, 4.561307, 3.845102, 131
147, 2.873705, 4.525368, 3.862463, 131
148, 2.831970, 4.488699, 3.879824, 131
149, 2.790878, 4.451311, 3.897185, 66
150, 2.750441, 4.413216, 3.914546, 66
151, 2.710671, 4.374424, 3.931907, 1
152, 2.671581, 4.334947, 3.949269, 1
153, 2.633182, 4.294798, 3.966630, 1
154, 2.595486, 4.253989, 3.983991, 1
155, 2.558504, 4.212531, 4.001352, 1
156, 2.522248, 4.170437, 4.018713, 1
157, 2.486727, 4.127721, 4.036074, 1
158, 2.451954, 4.084394, 4.053435, 1
159, 2.417938, 4.040470, 4.070796, 1
160, 2.384689, 3.995962, 4.088157, 66
161, 2.352218, 3.950883, 4.105519, 66
162, 2.320535, 3.905248, 4.122880, 131
163, 2.289649, 3.859069, 4.140241, 131
164, 2.259569, 3.812361, 4.157602, 131
165, 2.230304, 3.765139, 4.174963, 131
166, 2.201864, 3.717415, 4.192324, 131
167, 2.174256, 3.669204, 4.209685, 131
168, 2.147490, 3.620522, 4.227046, 131
169, 2.121572, 3.571382, 4.244407, 131
170, 2.096512, 3.521800, 4.261769, 131
171, 2.072316, 3.471790, 4.279130, 131
172, 2.048992, 3.421368, 4.296491, 131
173, 2.026547, 3.370548, 4.313852, 66
174, 2.004988, 3.319346, 4.331213, 1
175, 1.984320, 3.267778, 4.348574, 1
176, 1.964551, 3.215859, 4.365935, 1
177, 1.945687, 3.163604, 4.383296, 1
178, 1.927732, 3.111030, 4.400657, 66
179, 1.910693, 3.058152, 4.418019, 131
180, 1.894574, 3.004986, 4.435380, 131
181, 1.879381, 2.951549, 4.452741, 131
182, 1.865117, 2.897855, 4.470102, 131
183, 1.851788, 2.843922, 4.487463, 131
184, 1.839397, 2.789766, 4.504824, 131
185, 1.827949, 2.735403, 4.522185, 131
186, 1.817445, 2.680850, 4.539546, 131
187, 1.807891, 2.626122, 4.556907, 131
188, 1.799288, 2.571236, 4.574269, 131
189, 1.791639, 2.516210, 4.591630, 131
190, 1.784946, 2.461059, 4.608991, 131
191, 1.779212, 2.405800, 4.626352, 131
192, 1.774438, 2.350450, 4.643713, 131
193, 1.770626, 2.295026, 4.661074, 131
194, 1.767776, 2.239543, 4.678435, 131
195, 1.765890, 2.184020, 4.695796, 131
196, 1.764968, 2.128472, 4.695796, 131
197, 1.764047, 2.072924, 4.695796, 131
198, 1.763125, 2.017376, 4.695796, 131
199, 1.762203, 1.961828, 4.695796, 131
200, 1.761281, 1.906280, 4.713157, 131
201, 1.761324, 1.850724, 4.713157, 131
202, 1.761367, 1.795169, 4.713157, 131
203, 1.761409, 1.739613, 4.713157, 131
204, 1.761452, 1.684058, 4.713157, 131
205, 1.761495, 1.628502, 4.713157, 131
206, 1.761538, 1.572947, 4.713157, 131
207, 1.761580, 1.517391, 4.713157, 131
208, 1.761623, 1.461836, 4.713157, 131
209, 1.761666, 1.406280, 4.713157, 131
210, 1.761708, 1.350725, 4.713157, 131
211, 1.761751, 1.295169, 4.713157, 131
212, 1.761794, 1.239614, 4.713157, 131
213, 1.761836, 1.184058, 4.713157, 131
214, 1.761879, 1.128502, 4.713157, 131
215, 1.761922, 1.072947, 4.713157, 131
216, 1.761964, 1.017391, 4.713157, 131
217, 1.762007, 0.961836, 4.713157, 131
218, 1.762050, 0.906280, 4.713157, 131
219, 1.762093, 0.850725, 4.713157, 131
220, 1.762135, 0.795169, 4.713157, 131
221, 1.762178, 0.739614, 4.713157, 131
222, 1.762221, 0.684058, 4.713157, 131
223, 1.762263, 0.628503, 4.713157, 131
224, 1.762306, 0.572947, 4.713157, 131
225, 1.762349, 0.517392, 4.713157, 131
226, 1.762391, 0.461836, 4.713157, 131
227, 1.762434, 0.406280, 4.713157, 131
228, 1.762477, 0.350725, 4.713157, 68
229, 1.762519, 0.295169, 4.713157, 68
