# U-Turn Demonstration
# Street Width: 6.5m
# Total Steps: 286
# Success: Yes
# Date: 2025-03-23 21:29:21

# Initial State: 1.100000, 2.450000, 1.570796

# step, x, y, gamma, action
91, 1.451307, 7.487404, 1.397185, 5
92, 1.460904, 7.542124, 1.397185, 68
93, 1.470500, 7.596845, 1.397185, 68
94, 1.480097, 7.651565, 1.379824, 68
95, 1.490642, 7.706111, 1.362463, 68
96, 1.502133, 7.760465, 1.362463, 5
97, 1.513623, 7.814819, 1.362463, 5
98, 1.525114, 7.869173, 1.362463, 68
99, 1.536604, 7.923528, 1.362463, 68
100, 1.548095, 7.977882, 1.345102, 68
101, 1.560527, 8.032029, 1.327741, 68
102, 1.573898, 8.085951, 1.327741, 5
103, 1.587268, 8.139874, 1.327741, 5
104, 1.600639, 8.193796, 1.327741, 68
105, 1.614009, 8.247719, 1.327741, 68
106, 1.627380, 8.301642, 1.327741, 68
107, 1.640750, 8.355564, 1.310380, 68
108, 1.655055, 8.409247, 1.310380, 68
109, 1.669360, 8.462929, 1.310380, 5
110, 1.683664, 8.516611, 1.310380, 68
111, 1.697969, 8.570294, 1.310380, 68
112, 1.712273, 8.623976, 1.293019, 68
113, 1.727508, 8.677402, 1.275657, 68
114, 1.743667, 8.730556, 1.258296, 5
115, 1.760747, 8.783420, 1.258296, 5
116, 1.777827, 8.836285, 1.258296, 5
117, 1.794907, 8.889150, 1.240935, 68
118, 1.812902, 8.941711, 1.223574, 68
119, 1.831807, 8.993951, 1.206213, 5
120, 1.851616, 9.045855, 1.188852, 5
121, 1.872323, 9.097407, 1.171491, 5
122, 1.893922, 9.148592, 1.154130, 5
123, 1.916406, 9.199395, 1.136769, 5
124, 1.939769, 9.249799, 1.136769, 5
125, 1.963131, 9.300203, 1.136769, 5
126, 1.986494, 9.350608, 1.136769, 68
127, 2.009857, 9.401012, 1.119407, 68
128, 2.034091, 9.451003, 1.102046, 68
129, 2.059189, 9.500566, 1.084685, 5
130, 2.085144, 9.549686, 1.067324, 5
131, 2.111948, 9.598348, 1.049963, 5
132, 2.139593, 9.646537, 1.032602, 5
133, 2.168070, 9.694239, 1.015241, 5
134, 2.197371, 9.741440, 0.997880, 5
135, 2.227487, 9.788124, 0.980519, 5
136, 2.258408, 9.834279, 0.963157, 5
137, 2.290127, 9.879890, 0.945796, 5
138, 2.322632, 9.924943, 0.928435, 5
139, 2.355915, 9.969426, 0.911074, 5
140, 2.389965, 10.013324, 0.893713, 5
141, 2.424771, 10.056624, 0.876352, 5
142, 2.460325, 10.099313, 0.858991, 5
143, 2.496614, 10.141379, 0.841630, 5
144, 2.533627, 10.182809, 0.824269, 5
145, 2.571355, 10.223589, 0.806907, 5
146, 2.609785, 10.263709, 0.789546, 5
147, 2.648905, 10.303155, 0.772185, 5
148, 2.688704, 10.341916, 0.754824, 5
149, 2.729171, 10.379981, 0.737463, 5
150, 2.770292, 10.417337, 0.720102, 5
151, 2.812055, 10.453974, 0.702741, 5
152, 2.854448, 10.489880, 0.685380, 5
153, 2.897458, 10.525045, 0.668019, 5
154, 2.941072, 10.559458, 0.650657, 5
155, 2.985276, 10.593108, 0.633296, 5
156, 3.030059, 10.625986, 0.615935, 5
157, 3.075405, 10.658082, 0.598574, 5
158, 3.121302, 10.689386, 0.581213, 5
159, 3.167735, 10.719888, 0.563852, 5
160, 3.214691, 10.749579, 0.546491, 5
161, 3.262155, 10.778451, 0.529130, 5
162, 3.310113, 10.806494, 0.511769, 5
163, 3.358551, 10.833701, 0.494407, 5
164, 3.407453, 10.860063, 0.477046, 5
165, 3.456806, 10.885571, 0.459685, 5
166, 3.506595, 10.910220, 0.442324, 5
167, 3.556804, 10.934000, 0.424963, 5
168, 3.607418, 10.956904, 0.407602, 5
169, 3.658422, 10.978927, 0.390241, 5
170, 3.709801, 11.000061, 0.372880, 5
171, 3.761539, 11.020300, 0.355519, 5
172, 3.813620, 11.039637, 0.338157, 5
173, 3.866029, 11.058068, 0.320796, 5
174, 3.813308, 11.040550, 0.320796, 5
175, 3.760587, 11.023032, 0.303435, 5
176, 3.707569, 11.006432, 0.286074, 66
177, 3.654271, 10.990755, 0.268713, 64
178, 3.600709, 10.976006, 0.251352, 127
179, 3.546900, 10.962188, 0.233991, 127
180, 3.492858, 10.949307, 0.216630, 127
181, 3.438601, 10.937366, 0.199269, 127
182, 3.384145, 10.926369, 0.181907, 127
183, 3.329506, 10.916318, 0.164546, 127
184, 3.274701, 10.907218, 0.147185, 127
185, 3.219746, 10.899070, 0.129824, 127
186, 3.164658, 10.891878, 0.112463, 127
187, 3.109453, 10.885643, 0.095102, 127
188, 3.054149, 10.880368, 0.077741, 127
189, 2.998761, 10.876053, 0.060380, 127
190, 2.943307, 10.872701, 0.043019, 127
191, 2.887802, 10.870312, 0.025657, 127
192, 2.832265, 10.868887, 0.008296, 127
193, 2.776712, 10.868426, 6.274121, 127
194, 2.721158, 10.868929, 6.256759, 127
195, 2.665622, 10.870397, 6.239398, 127
196, 2.721124, 10.867965, 6.222037, 127
197, 2.776576, 10.864570, 6.204676, 127
198, 2.831961, 10.860213, 6.187315, 66
199, 2.887261, 10.854895, 6.169954, 66
200, 2.942461, 10.848618, 6.152593, 66
201, 2.997543, 10.841384, 6.135232, 127
202, 3.052492, 10.833194, 6.117871, 66
203, 3.107290, 10.824051, 6.100509, 66
204, 3.161921, 10.813959, 6.083148, 66
205, 3.216369, 10.802920, 6.065787, 5
206, 3.270617, 10.790937, 6.048426, 5
207, 3.324648, 10.778014, 6.031065, 5
208, 3.378448, 10.764156, 6.013704, 5
209, 3.431998, 10.749365, 5.996343, 5
210, 3.485284, 10.733647, 5.978982, 5
211, 3.538289, 10.717006, 5.961621, 5
212, 3.590997, 10.699448, 5.944259, 5
213, 3.643392, 10.680977, 5.926898, 5
214, 3.695458, 10.661599, 5.909537, 5
215, 3.747181, 10.641321, 5.892176, 5
216, 3.695818, 10.662494, 5.874815, 5
217, 3.644831, 10.684556, 5.857454, 5
218, 3.594234, 10.707500, 5.840093, 5
219, 3.544044, 10.731319, 5.822732, 5
220, 3.494274, 10.756005, 5.805371, 5
221, 3.444941, 10.781552, 5.788009, 5
222, 3.396058, 10.807951, 5.770648, 5
223, 3.347642, 10.835195, 5.753287, 5
224, 3.395578, 10.807114, 5.735926, 5
225, 3.443020, 10.778206, 5.718565, 3
226, 3.489953, 10.748479, 5.701204, 66
227, 3.536363, 10.717941, 5.683843, 127
228, 3.582235, 10.686602, 5.666482, 127
229, 3.627557, 10.654471, 5.649121, 127
230, 3.672314, 10.621559, 5.631759, 127
231, 3.716493, 10.587874, 5.614398, 127
232, 3.760080, 10.553428, 5.597037, 127
233, 3.803063, 10.518230, 5.579676, 127
234, 3.845428, 10.482291, 5.562315, 127
235, 3.803693, 10.518960, 5.544954, 129
236, 3.844786, 10.481572, 5.527593, 66
237, 3.885223, 10.443477, 5.510232, 5
238, 3.924992, 10.404685, 5.492871, 5
239, 3.964082, 10.365209, 5.475509, 5
240, 4.002481, 10.325060, 5.458148, 5
241, 4.040177, 10.284250, 5.440787, 5
242, 4.077159, 10.242792, 5.423426, 5
243, 4.113416, 10.200699, 5.406065, 5
244, 4.148936, 10.157982, 5.388704, 5
245, 4.183710, 10.114655, 5.371343, 5
246, 4.217726, 10.070731, 5.353982, 5
247, 4.250974, 10.026223, 5.336621, 5
248, 4.283445, 9.981144, 5.319259, 3
249, 4.315128, 9.935509, 5.301898, 66
250, 4.346015, 9.889330, 5.284537, 127
251, 4.376095, 9.842623, 5.267176, 129
252, 4.405359, 9.795400, 5.249815, 66
253, 4.433800, 9.747676, 5.232454, 5
254, 4.461407, 9.699466, 5.215093, 5
255, 4.488174, 9.650783, 5.197732, 5
256, 4.514091, 9.601643, 5.180371, 5
257, 4.539151, 9.552061, 5.163009, 5
258, 4.563347, 9.502051, 5.145648, 5
259, 4.586671, 9.451629, 5.128287, 5
260, 4.609116, 9.400809, 5.110926, 5
261, 4.630676, 9.349608, 5.093565, 5
262, 4.651343, 9.298039, 5.076204, 5
263, 4.671112, 9.246120, 5.058843, 5
264, 4.689977, 9.193866, 5.041482, 5
265, 4.707931, 9.141291, 5.024121, 5
266, 4.724971, 9.088413, 5.006759, 5
267, 4.741089, 9.035248, 4.989398, 5
268, 4.756283, 8.981810, 4.972037, 5
