# U-Turn Demonstration
# Street Width: 6.0m
# Total Steps: 272
# Success: Yes
# Date: 2025-03-24 18:33:22

# Initial State: 4.900000, 2.450000, 1.570796

# step, x, y, gamma, action
147, 3.488685, 10.351723, 2.317324, 131
148, 3.450957, 10.392504, 2.334685, 131
149, 3.412528, 10.432624, 2.352046, 131
150, 3.373407, 10.472070, 2.369407, 131
151, 3.333608, 10.510831, 2.386769, 131
152, 3.293142, 10.548896, 2.404130, 131
153, 3.252021, 10.586252, 2.421491, 131
154, 3.210258, 10.622889, 2.438852, 131
155, 3.167865, 10.658795, 2.456213, 131
156, 3.124855, 10.693960, 2.473574, 131
157, 3.081241, 10.728372, 2.490935, 131
158, 3.037036, 10.762023, 2.508296, 131
159, 2.992254, 10.794901, 2.525657, 131
160, 2.946907, 10.826997, 2.543019, 131
161, 2.901011, 10.858300, 2.560380, 131
162, 2.854578, 10.888802, 2.577741, 131
163, 2.807622, 10.918494, 2.595102, 131
164, 2.760158, 10.947366, 2.612463, 131
165, 2.712200, 10.975409, 2.629824, 131
166, 2.663762, 11.002616, 2.647185, 131
167, 2.712665, 10.976254, 2.664546, 131
168, 2.762018, 10.950745, 2.681907, 66
169, 2.811806, 10.926097, 2.699269, 66
170, 2.862015, 10.902317, 2.716630, 1
171, 2.912629, 10.879412, 2.733991, 1
172, 2.963633, 10.857390, 2.751352, 1
173, 3.015012, 10.836256, 2.768713, 1
174, 3.066750, 10.816017, 2.786074, 1
175, 3.118831, 10.796679, 2.803435, 1
176, 3.171241, 10.778249, 2.820796, 1
177, 3.223962, 10.760731, 2.838157, 1
178, 3.170944, 10.777331, 2.855519, 1
179, 3.117647, 10.793008, 2.872880, 1
180, 3.064085, 10.807758, 2.890241, 1
181, 3.010275, 10.821575, 2.907602, 66
182, 2.956233, 10.834456, 2.924963, 131
183, 2.901976, 10.846397, 2.942324, 131
184, 2.847520, 10.857395, 2.959685, 131
185, 2.792881, 10.867445, 2.977046, 131
186, 2.738076, 10.876545, 2.994407, 131
187, 2.683121, 10.884693, 3.011769, 131
188, 2.628033, 10.891885, 3.029130, 131
189, 2.683238, 10.885650, 3.046491, 131
190, 2.738542, 10.880375, 3.063852, 131
191, 2.793930, 10.876060, 3.081213, 131
192, 2.849384, 10.872708, 3.098574, 131
193, 2.904889, 10.870318, 3.115935, 66
194, 2.960426, 10.868893, 3.133296, 66
195, 3.015979, 10.868432, 3.150657, 1
196, 3.071533, 10.868936, 3.168019, 1
197, 3.127069, 10.870404, 3.185380, 1
198, 3.182571, 10.872836, 3.202741, 1
199, 3.238023, 10.876231, 3.220102, 1
200, 3.293407, 10.880588, 3.237463, 1
201, 3.238107, 10.875270, 3.237463, 1
202, 3.182806, 10.869952, 3.254824, 1
203, 3.127607, 10.863675, 3.272185, 1
204, 3.072524, 10.856440, 3.289546, 1
205, 3.017576, 10.848250, 3.306907, 1
206, 2.962777, 10.839108, 3.324269, 1
207, 2.908146, 10.829016, 3.341630, 66
208, 2.853699, 10.817976, 3.358991, 66
209, 2.799451, 10.805994, 3.376352, 68
210, 2.745419, 10.793071, 3.393713, 131
211, 2.799218, 10.806930, 3.411074, 131
212, 2.852769, 10.821720, 3.428435, 131
213, 2.906054, 10.837438, 3.445796, 131
214, 2.959059, 10.854079, 3.463157, 131
215, 3.011767, 10.871638, 3.480519, 131
216, 3.064162, 10.890108, 3.497880, 131
217, 3.116229, 10.909486, 3.515241, 131
218, 3.167951, 10.929765, 3.532602, 131
219, 3.219314, 10.950938, 3.549963, 66
220, 3.168326, 10.928876, 3.567324, 66
221, 3.117730, 10.905932, 3.584685, 1
222, 3.067539, 10.882114, 3.602046, 1
223, 3.017770, 10.857427, 3.619407, 1
224, 2.968436, 10.831881, 3.636769, 1
225, 2.919554, 10.805482, 3.654130, 1
226, 2.871137, 10.778238, 3.671491, 1
227, 2.823200, 10.750157, 3.688852, 1
228, 2.775759, 10.721249, 3.706213, 1
229, 2.822691, 10.750977, 3.723574, 1
230, 2.869101, 10.781514, 3.740935, 66
231, 2.914974, 10.812853, 3.758296, 66
232, 2.960295, 10.844984, 3.775657, 131
233, 3.005052, 10.877896, 3.793019, 131
234, 2.960873, 10.844212, 3.810380, 131
235, 2.917286, 10.809765, 3.827741, 131
236, 2.874303, 10.774567, 3.845102, 131
237, 2.831938, 10.738629, 3.862463, 131
238, 2.790203, 10.701960, 3.879824, 131
239, 2.749110, 10.664572, 3.897185, 131
240, 2.708673, 10.626477, 3.914546, 131
241, 2.668904, 10.587685, 3.931907, 66
242, 2.629814, 10.548208, 3.949269, 1
243, 2.591415, 10.508059, 3.966630, 1
244, 2.553719, 10.467250, 3.983991, 1
245, 2.516737, 10.425792, 4.001352, 1
246, 2.480480, 10.383698, 4.018713, 1
247, 2.444960, 10.340981, 4.036074, 66
248, 2.410186, 10.297655, 4.053435, 66
249, 2.376170, 10.253730, 4.070796, 131
250, 2.342922, 10.209222, 4.088157, 131
251, 2.310451, 10.164144, 4.105519, 131
252, 2.278768, 10.118509, 4.122880, 131
253, 2.247881, 10.072330, 4.140241, 131
254, 2.217801, 10.025622, 4.157602, 131
255, 2.188537, 9.978399, 4.174963, 131
256, 2.160096, 9.930676, 4.192324, 131
