# U-Turn Demonstration
# Street Width: 6.0m
# Total Steps: 300
# Success: Yes
# Date: 2025-03-24 18:34:01

# Initial State: 3.000000, 2.450000, 1.658063

# step, x, y, gamma, action
263, 1.846601, 1.199750, 4.713618, 68
264, 1.846669, 1.144195, 4.713618, 68
265, 1.846738, 1.088639, 4.713618, 68
266, 1.846806, 1.033084, 4.713618, 68
267, 1.846874, 0.977528, 4.713618, 68
268, 1.846942, 0.921973, 4.713618, 68
269, 1.847011, 0.866417, 4.713618, 68
270, 1.847079, 0.810862, 4.713618, 131
271, 1.847147, 0.755306, 4.713618, 68
272, 1.847216, 0.699751, 4.713618, 68
273, 1.847284, 0.644195, 4.713618, 68
274, 1.847352, 0.588640, 4.713618, 68
275, 1.847421, 0.533084, 4.713618, 68
276, 1.847489, 0.477529, 4.713618, 68
277, 1.847557, 0.421973, 4.713618, 68
278, 1.847625, 0.366418, 4.713618, 68
279, 1.847694, 0.310862, 4.713618, 68
280, 1.847762, 0.255307, 4.713618, 68
