# U-Turn Demonstration
# Street Width: 6.5m
# Total Steps: 289
# Success: Yes
# Date: 2025-03-24 15:28:42

# Initial State: 5.400000, 2.450000, 1.570796

# step, x, y, gamma, action
109, 4.886028, 8.469356, 1.813852, 68
110, 4.872657, 8.523279, 1.813852, 68
111, 4.859287, 8.577202, 1.813852, 68
112, 4.845916, 8.631124, 1.831213, 68
113, 4.831612, 8.684807, 1.848574, 68
114, 4.816377, 8.738233, 1.865935, 131
115, 4.800218, 8.791386, 1.865935, 131
116, 4.784058, 8.844539, 1.865935, 131
117, 4.767899, 8.897693, 1.865935, 68
118, 4.751739, 8.950846, 1.883296, 68
119, 4.734659, 9.003711, 1.900657, 68
120, 4.716664, 9.056272, 1.918019, 131
121, 4.697759, 9.108512, 1.935380, 131
122, 4.677950, 9.160416, 1.935380, 131
123, 4.658141, 9.212320, 1.935380, 131
124, 4.638332, 9.264224, 1.952741, 68
125, 4.617625, 9.315776, 1.970102, 68
126, 4.596027, 9.366961, 1.987463, 131
127, 4.573543, 9.417764, 1.987463, 131
128, 4.551058, 9.468566, 1.987463, 131
129, 4.528574, 9.519368, 1.987463, 68
130, 4.506090, 9.570171, 2.004824, 68
131, 4.482727, 9.620575, 2.022185, 68
132, 4.458493, 9.670566, 2.022185, 131
133, 4.434259, 9.720558, 2.022185, 131
134, 4.410025, 9.770549, 2.022185, 68
135, 4.385791, 9.820540, 2.039546, 68
136, 4.360692, 9.870103, 2.056907, 68
137, 4.334737, 9.919223, 2.074269, 131
138, 4.307933, 9.967885, 2.091630, 131
139, 4.280289, 10.016074, 2.108991, 131
140, 4.251812, 10.063776, 2.126352, 131
141, 4.222511, 10.110976, 2.143713, 131
142, 4.192395, 10.157661, 2.161074, 131
143, 4.161473, 10.203816, 2.178435, 131
144, 4.129755, 10.249427, 2.195796, 131
145, 4.097249, 10.294480, 2.213157, 131
146, 4.063967, 10.338963, 2.230519, 131
147, 4.029917, 10.382860, 2.247880, 131
148, 3.995110, 10.426161, 2.265241, 131
149, 3.959557, 10.468850, 2.282602, 131
150, 3.923268, 10.510916, 2.299963, 131
151, 3.886254, 10.552345, 2.317324, 131
152, 3.848527, 10.593126, 2.334685, 131
153, 3.810097, 10.633245, 2.352046, 131
154, 3.770976, 10.672692, 2.369407, 131
155, 3.731177, 10.711453, 2.386769, 131
156, 3.690711, 10.749517, 2.404130, 131
157, 3.649590, 10.786874, 2.421491, 131
158, 3.607827, 10.823510, 2.438852, 131
159, 3.565434, 10.859417, 2.456213, 131
160, 3.522424, 10.894581, 2.473574, 131
161, 3.478810, 10.928994, 2.490935, 131
162, 3.434605, 10.962645, 2.508296, 131
163, 3.389823, 10.995523, 2.525657, 131
164, 3.344476, 11.027619, 2.543019, 131
165, 3.298580, 11.058922, 2.560380, 131
166, 3.252147, 11.089424, 2.577741, 131
167, 3.205191, 11.119116, 2.595102, 131
168, 3.157727, 11.147988, 2.612463, 131
169, 3.109769, 11.176031, 2.629824, 131
170, 3.061331, 11.203238, 2.647185, 131
171, 3.012428, 11.229599, 2.664546, 131
172, 2.963075, 11.255108, 2.681907, 131
173, 2.913287, 11.279756, 2.699269, 131
174, 2.863078, 11.303536, 2.716630, 131
175, 2.812464, 11.326441, 2.733991, 131
176, 2.761460, 11.348464, 2.751352, 131
177, 2.710081, 11.369598, 2.768713, 131
178, 2.761819, 11.349359, 2.786074, 131
179, 2.813900, 11.330021, 2.803435, 131
180, 2.866309, 11.311591, 2.820796, 66
181, 2.919031, 11.294073, 2.838157, 66
182, 2.972048, 11.277473, 2.855519, 1
183, 3.025346, 11.261796, 2.872880, 1
184, 3.078908, 11.247046, 2.890241, 1
185, 3.132718, 11.233229, 2.907602, 1
186, 3.186759, 11.220348, 2.924963, 1
187, 3.241016, 11.208407, 2.942324, 1
188, 3.295473, 11.197409, 2.959685, 1
189, 3.350112, 11.187359, 2.977046, 1
190, 3.404917, 11.178259, 2.994407, 1
191, 3.459872, 11.170111, 3.011769, 1
192, 3.514960, 11.162919, 3.029130, 1
193, 3.570164, 11.156684, 3.046491, 1
194, 3.625469, 11.151409, 3.063852, 1
195, 3.680856, 11.147094, 3.081213, 1
196, 3.736311, 11.143742, 3.098574, 1
197, 3.791815, 11.141353, 3.115935, 1
198, 3.847352, 11.139927, 3.133296, 1
199, 3.791799, 11.140388, 3.150657, 1
200, 3.736245, 11.139885, 3.168019, 1
201, 3.680709, 11.138417, 3.185380, 1
202, 3.625207, 11.135985, 3.202741, 1
203, 3.569755, 11.132590, 3.220102, 66
204, 3.514371, 11.128233, 3.237463, 66
205, 3.459070, 11.122915, 3.254824, 66
206, 3.403870, 11.116638, 3.272185, 131
207, 3.348788, 11.109403, 3.289546, 131
208, 3.293839, 11.101213, 3.306907, 131
209, 3.239041, 11.092071, 3.324269, 131
210, 3.184410, 11.081979, 3.341630, 131
211, 3.129962, 11.070939, 3.358991, 131
212, 3.075714, 11.058957, 3.376352, 131
213, 3.021683, 11.046034, 3.393713, 131
214, 2.967884, 11.032175, 3.411074, 131
215, 2.914333, 11.017385, 3.428435, 131
216, 2.861047, 11.001666, 3.445796, 131
217, 2.808043, 10.985026, 3.463157, 131
218, 2.755335, 10.967467, 3.480519, 131
219, 2.807730, 10.985938, 3.497880, 131
220, 2.859796, 11.005316, 3.515241, 131
221, 2.911519, 11.025594, 3.532602, 131
222, 2.962881, 11.046768, 3.549963, 131
223, 3.013868, 11.068830, 3.567324, 131
224, 3.064465, 11.091773, 3.584685, 131
225, 3.114655, 11.115592, 3.602046, 131
226, 3.164425, 11.140278, 3.619407, 66
227, 3.213758, 11.165825, 3.636769, 66
228, 3.262641, 11.192224, 3.654130, 1
229, 3.214224, 11.164980, 3.671491, 1
230, 3.166288, 11.136900, 3.688852, 1
231, 3.118846, 11.107992, 3.706213, 1
232, 3.071913, 11.078264, 3.723574, 1
233, 3.025503, 11.047726, 3.740935, 1
234, 2.979630, 11.016388, 3.758296, 1
235, 2.934309, 10.984257, 3.775657, 1
236, 2.889552, 10.951345, 3.793019, 1
237, 2.845373, 10.917660, 3.810380, 1
238, 2.801785, 10.883214, 3.827741, 3
239, 2.758803, 10.848016, 3.845102, 66
240, 2.716437, 10.812077, 3.862463, 131
241, 2.674702, 10.775408, 3.879824, 131
242, 2.633610, 10.738020, 3.897185, 131
243, 2.674047, 10.776116, 3.914546, 131
244, 2.713816, 10.814908, 3.931907, 131
245, 2.752906, 10.854384, 3.949269, 131
246, 2.714508, 10.814235, 3.966630, 131
247, 2.676811, 10.773426, 3.983991, 131
248, 2.639829, 10.731968, 4.001352, 131
249, 2.603573, 10.689874, 4.018713, 131
250, 2.568052, 10.647157, 4.036074, 131
251, 2.533279, 10.603830, 4.053435, 131
252, 2.499263, 10.559906, 4.070796, 131
253, 2.466014, 10.515398, 4.088157, 131
254, 2.433544, 10.470320, 4.105519, 66
255, 2.401860, 10.424685, 4.122880, 1
256, 2.370974, 10.378506, 4.140241, 1
257, 2.340894, 10.331798, 4.157602, 1
258, 2.311629, 10.284575, 4.174963, 66
259, 2.283189, 10.236851, 4.192324, 66
260, 2.255581, 10.188641, 4.209685, 131
261, 2.228815, 10.139959, 4.227046, 131
262, 2.202898, 10.090819, 4.244407, 131
263, 2.177837, 10.041237, 4.261769, 131
264, 2.153642, 9.991227, 4.279130, 131
265, 2.130318, 9.940805, 4.296491, 131
266, 2.107873, 9.889985, 4.313852, 131
267, 2.086313, 9.838783, 4.331213, 131
268, 2.065646, 9.787215, 4.348574, 131
269, 2.045877, 9.735296, 4.365935, 131
270, 2.027012, 9.683041, 4.383296, 131
271, 2.009057, 9.630467, 4.400657, 131
272, 1.992018, 9.577589, 4.418019, 131
273, 1.975899, 9.524423, 4.435380, 131
274, 1.960706, 9.470985, 4.452741, 131
