# U-Turn Demonstration
# Street Width: 6.5m
# Total Steps: 181
# Success: Yes
# Date: 2025-03-23 21:31:06

# Initial State: 3.250000, 2.450000, 1.658063

# step, x, y, gamma, action
55, 2.703996, 4.543702, 2.456674, 1
56, 2.747022, 4.508557, 2.474035, 1
57, 2.790652, 4.474164, 2.491396, 1
58, 2.834872, 4.440534, 2.508757, 1
59, 2.879670, 4.407676, 2.526118, 1
60, 2.925031, 4.375602, 2.543479, 1
61, 2.970942, 4.344319, 2.560841, 1
62, 3.017389, 4.313839, 2.578202, 1
63, 3.064359, 4.284169, 2.595563, 1
64, 3.111836, 4.255319, 2.612924, 1
65, 3.159807, 4.227297, 2.630285, 1
66, 3.208257, 4.200113, 2.647646, 1
67, 3.257172, 4.173774, 2.665007, 1
68, 3.306537, 4.148288, 2.682368, 1
69, 3.356337, 4.123663, 2.699729, 1
70, 3.406557, 4.099906, 2.717091, 1
71, 3.457181, 4.077024, 2.734452, 1
72, 3.508196, 4.055025, 2.751813, 1
73, 3.559584, 4.033915, 2.769174, 1
74, 3.611331, 4.013700, 2.786535, 1
75, 3.663422, 3.994386, 2.803896, 1
76, 3.715840, 3.975980, 2.821257, 1
77, 3.768569, 3.958486, 2.838618, 1
78, 3.715544, 3.975062, 2.855979, 1
79, 3.662239, 3.990715, 2.873341, 66
80, 3.608670, 4.005439, 2.890702, 131
81, 3.554854, 4.019232, 2.908063, 131
82, 3.500807, 4.032088, 2.925424, 131
83, 3.446544, 4.044004, 2.942785, 131
84, 3.392083, 4.054977, 2.960146, 131
85, 3.337439, 4.065002, 2.977507, 131
86, 3.282630, 4.074077, 2.994868, 131
87, 3.227671, 4.082199, 3.012229, 131
88, 3.172580, 4.089366, 3.029591, 131
89, 3.117372, 4.095575, 3.046952, 131
90, 3.062065, 4.100825, 3.064313, 131
91, 3.006676, 4.105114, 3.081674, 131
92, 2.951220, 4.108441, 3.099035, 131
93, 2.895715, 4.110804, 3.116396, 131
94, 2.840177, 4.112204, 3.133757, 131
95, 2.784623, 4.112639, 3.151118, 131
96, 2.729070, 4.112110, 3.168479, 131
97, 2.673534, 4.110617, 3.185841, 131
98, 2.618033, 4.108159, 3.203202, 131
99, 2.673483, 4.111580, 3.203202, 131
100, 2.728933, 4.115000, 3.220563, 131
101, 2.784316, 4.119383, 3.237924, 66
102, 2.839614, 4.124727, 3.255285, 64
103, 2.894811, 4.131029, 3.272646, 1
104, 2.949890, 4.138289, 3.290007, 1
105, 3.004835, 4.146504, 3.307368, 1
106, 3.059629, 4.155672, 3.324729, 1
107, 3.114255, 4.165789, 3.342091, 1
108, 3.168698, 4.176854, 3.359452, 1
109, 3.222940, 4.188861, 3.376813, 1
110, 3.276966, 4.201809, 3.394174, 1
111, 3.330759, 4.215693, 3.411535, 1
112, 3.384302, 4.230508, 3.428896, 1
113, 3.437581, 4.246250, 3.446257, 1
114, 3.490578, 4.262916, 3.463618, 1
115, 3.543278, 4.280498, 3.480979, 1
116, 3.595664, 4.298993, 3.498341, 1
117, 3.647722, 4.318395, 3.515702, 1
118, 3.699435, 4.338697, 3.533063, 1
119, 3.750788, 4.359894, 3.550424, 1
120, 3.801765, 4.381980, 3.567785, 1
121, 3.751179, 4.359013, 3.585146, 1
122, 3.700999, 4.335171, 3.602507, 1
123, 3.651241, 4.310462, 3.619868, 1
124, 3.601919, 4.284892, 3.637229, 66
125, 3.553049, 4.258471, 3.654591, 131
126, 3.504645, 4.231204, 3.671952, 131
127, 3.456721, 4.203102, 3.689313, 131
128, 3.409293, 4.174172, 3.706674, 131
129, 3.362373, 4.144423, 3.724035, 131
130, 3.315978, 4.113863, 3.741396, 131
131, 3.270120, 4.082503, 3.758757, 131
132, 3.224813, 4.050352, 3.776118, 131
133, 3.180071, 4.017419, 3.793479, 131
134, 3.135908, 3.983714, 3.810841, 131
135, 3.092336, 3.949248, 3.828202, 131
136, 3.049369, 3.914030, 3.845563, 131
137, 3.007020, 3.878072, 3.862924, 131
138, 2.965302, 3.841384, 3.880285, 131
139, 2.924227, 3.803977, 3.897646, 131
140, 2.883808, 3.765863, 3.915007, 131
141, 2.844056, 3.727053, 3.932368, 131
142, 2.804984, 3.687558, 3.949729, 131
143, 2.766604, 3.647391, 3.967091, 131
144, 2.728927, 3.606564, 3.984452, 131
145, 2.691964, 3.565090, 4.001813, 131
146, 2.655727, 3.522979, 4.019174, 131
147, 2.620226, 3.480246, 4.036535, 131
148, 2.585472, 3.436903, 4.053896, 131
149, 2.551476, 3.392963, 4.071257, 131
150, 2.518249, 3.348440, 4.088618, 131
151, 2.485799, 3.303347, 4.105979, 131
152, 2.454136, 3.257697, 4.123341, 131
153, 2.423271, 3.211504, 4.140702, 131
154, 2.393213, 3.164782, 4.158063, 131
155, 2.363970, 3.117546, 4.175424, 131
156, 2.335552, 3.069809, 4.192785, 131
157, 2.307966, 3.021586, 4.210146, 131
158, 2.281222, 2.972891, 4.227507, 131
159, 2.255328, 2.923739, 4.244868, 131
160, 2.230290, 2.874146, 4.262229, 131
161, 2.206117, 2.824125, 4.279591, 131
162, 2.182817, 2.773692, 4.296952, 131
163, 2.160395, 2.722862, 4.314313, 131
164, 2.138859, 2.671650, 4.331674, 131
165, 2.118216, 2.620072, 4.349035, 131
166, 2.098471, 2.568144, 4.366396, 131
167, 2.079630, 2.515881, 4.383757, 131
168, 2.061699, 2.463298, 4.401118, 131
169, 2.044685, 2.410412, 4.418479, 131
170, 2.028590, 2.357239, 4.435841, 131
171, 2.013422, 2.303794, 4.453202, 131
172, 1.999183, 2.250095, 4.470563, 131
173, 1.985879, 2.196155, 4.487924, 131
174, 1.973513, 2.141994, 4.505285, 131
175, 1.962089, 2.087625, 4.522646, 131
176, 1.951611, 2.033067, 4.540007, 131
