# U-Turn Demonstration
# Street Width: 6.5m
# Total Steps: 267
# Success: Yes
# Date: 2025-03-23 23:39:25

# Initial State: 5.400000, 2.450000, 1.570796

# step, x, y, gamma, action
121, 4.218347, 9.000426, 2.161074, 131
122, 4.187426, 9.046581, 2.178435, 131
123, 4.155707, 9.092192, 2.195796, 131
124, 4.123202, 9.137245, 2.213157, 131
125, 4.089919, 9.181728, 2.230519, 131
126, 4.055869, 9.225626, 2.247880, 131
127, 4.021063, 9.268926, 2.265241, 131
128, 3.985509, 9.311615, 2.282602, 131
129, 3.949220, 9.353681, 2.299963, 131
130, 3.912207, 9.395110, 2.317324, 131
131, 3.874479, 9.435891, 2.334685, 131
132, 3.836049, 9.476010, 2.352046, 131
133, 3.796929, 9.515457, 2.369407, 131
134, 3.757130, 9.554218, 2.386769, 131
135, 3.716663, 9.592282, 2.404130, 131
136, 3.675542, 9.629639, 2.421491, 131
137, 3.633779, 9.666275, 2.438852, 131
138, 3.591386, 9.702182, 2.456213, 131
139, 3.548376, 9.737346, 2.473574, 131
140, 3.504762, 9.771759, 2.490935, 131
141, 3.460558, 9.805410, 2.508296, 131
142, 3.415775, 9.838288, 2.525657, 131
143, 3.370429, 9.870384, 2.543019, 131
144, 3.324532, 9.901687, 2.560380, 131
145, 3.278099, 9.932189, 2.577741, 131
146, 3.231143, 9.961881, 2.595102, 131
147, 3.183679, 9.990753, 2.612463, 131
148, 3.135721, 10.018796, 2.629824, 131
149, 3.087283, 10.046003, 2.647185, 131
150, 3.038381, 10.072364, 2.664546, 131
151, 2.989028, 10.097873, 2.681907, 131
152, 2.939239, 10.122521, 2.699269, 131
153, 2.889030, 10.146301, 2.716630, 131
154, 2.838416, 10.169206, 2.733991, 131
155, 2.787412, 10.191229, 2.751352, 131
156, 2.736033, 10.212363, 2.768713, 131
157, 2.684295, 10.232602, 2.786074, 131
158, 2.632214, 10.251939, 2.803435, 131
159, 2.684623, 10.233509, 2.820796, 66
160, 2.737345, 10.215991, 2.838157, 1
161, 2.790362, 10.199391, 2.855519, 1
162, 2.843660, 10.183714, 2.872880, 1
163, 2.897222, 10.168964, 2.890241, 1
164, 2.951032, 10.155147, 2.907602, 1
165, 3.005073, 10.142266, 2.924963, 1
166, 3.059330, 10.130324, 2.942324, 1
167, 3.113787, 10.119327, 2.959685, 1
168, 3.168425, 10.109277, 2.977046, 1
169, 3.223231, 10.100177, 2.994407, 1
170, 3.278185, 10.092029, 3.011769, 1
171, 3.333273, 10.084837, 3.029130, 1
172, 3.388478, 10.078602, 3.046491, 1
173, 3.443783, 10.073327, 3.063852, 1
174, 3.499170, 10.069012, 3.081213, 1
175, 3.554625, 10.065660, 3.098574, 1
176, 3.610129, 10.063270, 3.115935, 1
177, 3.665666, 10.061845, 3.133296, 1
178, 3.721220, 10.061384, 3.150657, 1
179, 3.776773, 10.061888, 3.168019, 1
180, 3.832309, 10.063356, 3.185380, 1
181, 3.776807, 10.060924, 3.202741, 1
182, 3.721355, 10.057529, 3.220102, 66
183, 3.665971, 10.053172, 3.237463, 66
184, 3.610670, 10.047854, 3.254824, 66
185, 3.555471, 10.041577, 3.272185, 66
186, 3.500388, 10.034342, 3.289546, 66
187, 3.445439, 10.026152, 3.306907, 66
188, 3.390641, 10.017010, 3.324269, 66
189, 3.336010, 10.006918, 3.341630, 131
190, 3.281562, 9.995879, 3.358991, 131
191, 3.227314, 9.983896, 3.376352, 131
192, 3.173283, 9.970973, 3.393713, 131
193, 3.119484, 9.957114, 3.411074, 131
194, 3.065933, 9.942324, 3.428435, 131
195, 3.012647, 9.926606, 3.445796, 131
196, 2.959643, 9.909965, 3.463157, 131
197, 2.906935, 9.892406, 3.480519, 131
198, 2.854540, 9.873936, 3.497880, 131
199, 2.802473, 9.854558, 3.515241, 131
200, 2.750751, 9.834279, 3.532602, 131
201, 2.699388, 9.813106, 3.549963, 131
202, 2.750375, 9.835168, 3.567324, 131
203, 2.800972, 9.858112, 3.584685, 131
204, 2.851162, 9.881930, 3.602046, 131
205, 2.900932, 9.906617, 3.619407, 131
206, 2.950265, 9.932163, 3.636769, 131
207, 2.999148, 9.958563, 3.654130, 131
208, 3.047565, 9.985806, 3.671491, 131
209, 3.095501, 10.013887, 3.688852, 131
210, 3.142943, 10.042795, 3.706213, 66
211, 3.189876, 10.072522, 3.723574, 66
212, 3.236286, 10.103060, 3.740935, 1
213, 3.190413, 10.071721, 3.758296, 1
214, 3.145092, 10.039591, 3.775657, 1
215, 3.100335, 10.006678, 3.793019, 1
216, 3.056156, 9.972994, 3.810380, 1
217, 3.012568, 9.938548, 3.827741, 1
218, 2.969585, 9.903350, 3.845102, 1
219, 2.927220, 9.867411, 3.862463, 1
220, 2.885485, 9.830742, 3.879824, 1
221, 2.844393, 9.793354, 3.897185, 1
222, 2.803956, 9.755259, 3.914546, 1
223, 2.764186, 9.716467, 3.931907, 3
224, 2.725096, 9.676991, 3.949269, 66
225, 2.686697, 9.636841, 3.966630, 66
226, 2.649001, 9.596032, 3.983991, 131
227, 2.612019, 9.554574, 4.001352, 131
228, 2.575762, 9.512480, 4.018713, 131
229, 2.540242, 9.469764, 4.036074, 131
230, 2.505469, 9.426437, 4.053435, 131
231, 2.471452, 9.382513, 4.070796, 131
232, 2.438204, 9.338005, 4.088157, 131
233, 2.405733, 9.292926, 4.105519, 131
234, 2.374050, 9.247291, 4.122880, 131
235, 2.343164, 9.201112, 4.140241, 131
236, 2.313084, 9.154405, 4.157602, 131
237, 2.283819, 9.107182, 4.174963, 131
238, 2.255379, 9.059458, 4.192324, 131
239, 2.227771, 9.011247, 4.209685, 131
240, 2.201005, 8.962565, 4.227046, 131
241, 2.175087, 8.913425, 4.244407, 131
242, 2.150027, 8.863843, 4.261769, 131
243, 2.125831, 8.813833, 4.279130, 131
244, 2.102507, 8.763411, 4.296491, 131
245, 2.080062, 8.712591, 4.313852, 131
246, 2.058503, 8.661390, 4.331213, 131
247, 2.037835, 8.609821, 4.348574, 131
248, 2.018066, 8.557902, 4.365935, 131
249, 1.999202, 8.505647, 4.383296, 131
250, 1.981247, 8.453073, 4.400657, 131
251, 1.964208, 8.400195, 4.418019, 131
252, 1.948089, 8.347029, 4.435380, 131
253, 1.932896, 8.293592, 4.452741, 131
