# U-Turn Demonstration
# Street Width: 6.0m
# Total Steps: 268
# Success: Yes
# Date: 2025-03-24 18:32:43

# Initial State: 1.100000, 2.450000, 1.570796

# step, x, y, gamma, action
91, 1.499240, 7.482325, 1.397185, 68
92, 1.508836, 7.537046, 1.379824, 68
93, 1.519382, 7.591591, 1.362463, 68
94, 1.530872, 7.645946, 1.362463, 5
95, 1.542363, 7.700300, 1.362463, 5
96, 1.553853, 7.754654, 1.345102, 68
97, 1.566286, 7.808801, 1.327741, 68
98, 1.579656, 7.862723, 1.327741, 5
99, 1.593027, 7.916646, 1.327741, 5
100, 1.606397, 7.970569, 1.327741, 68
101, 1.619768, 8.024491, 1.327741, 68
102, 1.633138, 8.078414, 1.310380, 68
103, 1.647443, 8.132096, 1.310380, 68
104, 1.661747, 8.185779, 1.310380, 5
105, 1.676052, 8.239461, 1.310380, 68
106, 1.690357, 8.293143, 1.310380, 68
107, 1.704661, 8.346826, 1.293019, 68
108, 1.719896, 8.400252, 1.275657, 68
109, 1.736055, 8.453405, 1.275657, 5
110, 1.752215, 8.506559, 1.275657, 5
111, 1.768374, 8.559712, 1.275657, 68
112, 1.784534, 8.612865, 1.275657, 68
113, 1.800694, 8.666019, 1.258296, 68
114, 1.817774, 8.718884, 1.240935, 68
115, 1.835769, 8.771444, 1.223574, 5
116, 1.854674, 8.823684, 1.223574, 5
117, 1.873578, 8.875924, 1.223574, 5
118, 1.892483, 8.928164, 1.206213, 68
119, 1.912292, 8.980068, 1.188852, 68
120, 1.932999, 9.031621, 1.171491, 5
121, 1.954598, 9.082806, 1.171491, 5
122, 1.976197, 9.133991, 1.171491, 5
123, 1.997796, 9.185176, 1.154130, 68
124, 2.020280, 9.235978, 1.136769, 68
125, 2.043642, 9.286383, 1.119407, 5
126, 2.067877, 9.336374, 1.102046, 5
127, 2.092975, 9.385937, 1.102046, 5
128, 2.118073, 9.435500, 1.102046, 5
129, 2.143172, 9.485063, 1.102046, 68
130, 2.168270, 9.534626, 1.084685, 68
131, 2.194225, 9.583746, 1.067324, 68
132, 2.221029, 9.632408, 1.049963, 5
133, 2.248674, 9.680597, 1.032602, 5
134, 2.277151, 9.728299, 1.015241, 5
135, 2.306452, 9.775499, 0.997880, 5
136, 2.336568, 9.822184, 0.980519, 5
137, 2.367489, 9.868339, 0.963157, 5
138, 2.399208, 9.913950, 0.945796, 5
139, 2.431713, 9.959003, 0.928435, 5
140, 2.464996, 10.003485, 0.911074, 5
141, 2.499046, 10.047383, 0.893713, 5
142, 2.533852, 10.090684, 0.876352, 5
143, 2.569406, 10.133373, 0.858991, 5
144, 2.605695, 10.175439, 0.841630, 5
145, 2.642708, 10.216868, 0.824269, 5
146, 2.680436, 10.257649, 0.806907, 5
147, 2.718866, 10.297768, 0.789546, 5
148, 2.757986, 10.337215, 0.772185, 5
149, 2.797785, 10.375976, 0.754824, 5
150, 2.838252, 10.414040, 0.737463, 5
151, 2.879372, 10.451397, 0.720102, 5
152, 2.921136, 10.488033, 0.702741, 5
153, 2.963529, 10.523940, 0.685380, 5
154, 3.006539, 10.559104, 0.668019, 5
155, 3.050153, 10.593517, 0.650657, 5
156, 3.094357, 10.627168, 0.633296, 5
157, 3.139140, 10.660046, 0.615935, 5
158, 3.184486, 10.692142, 0.598574, 5
159, 3.230383, 10.723445, 0.581213, 5
160, 3.276816, 10.753947, 0.563852, 5
161, 3.323771, 10.783639, 0.546491, 5
162, 3.371236, 10.812511, 0.529130, 5
163, 3.323277, 10.784467, 0.511769, 5
164, 3.274840, 10.757260, 0.494407, 5
165, 3.225937, 10.730899, 0.477046, 66
166, 3.176584, 10.705390, 0.459685, 66
167, 3.126795, 10.680742, 0.442324, 127
168, 3.076586, 10.656962, 0.424963, 127
169, 3.025972, 10.634057, 0.407602, 127
170, 2.974968, 10.612034, 0.390241, 127
171, 2.923590, 10.590900, 0.372880, 127
172, 2.871852, 10.570661, 0.355519, 127
173, 2.819770, 10.551324, 0.338157, 127
174, 2.767361, 10.532893, 0.320796, 127
175, 2.820082, 10.550411, 0.303435, 127
176, 2.873100, 10.567011, 0.286074, 127
177, 2.926397, 10.582688, 0.268713, 127
178, 2.979959, 10.597438, 0.251352, 127
179, 3.033769, 10.611255, 0.233991, 66
180, 3.087811, 10.624137, 0.216630, 5
181, 3.142068, 10.636078, 0.199269, 5
182, 3.196524, 10.647075, 0.181907, 5
183, 3.251163, 10.657125, 0.164546, 5
184, 3.305968, 10.666226, 0.147185, 5
185, 3.251013, 10.658078, 0.129824, 5
186, 3.195925, 10.650886, 0.112463, 5
187, 3.140721, 10.644651, 0.095102, 5
188, 3.085416, 10.639376, 0.077741, 5
189, 3.030028, 10.635061, 0.060380, 5
190, 2.974574, 10.631709, 0.043019, 66
191, 2.919070, 10.629319, 0.025657, 127
192, 2.863533, 10.627894, 0.008296, 127
193, 2.807979, 10.627433, 6.274121, 127
194, 2.752426, 10.627937, 6.256759, 127
195, 2.807962, 10.626469, 6.239398, 127
196, 2.863464, 10.624037, 6.222037, 127
197, 2.918916, 10.620642, 6.204676, 127
198, 2.974300, 10.616285, 6.187315, 127
199, 3.029601, 10.610967, 6.169954, 127
200, 3.084801, 10.604690, 6.152593, 127
201, 3.139883, 10.597455, 6.135232, 66
202, 3.194832, 10.589266, 6.117871, 66
203, 3.249630, 10.580123, 6.100509, 5
204, 3.194999, 10.590215, 6.083148, 5
205, 3.140551, 10.601255, 6.065787, 5
206, 3.086303, 10.613237, 6.048426, 5
207, 3.032271, 10.626160, 6.031065, 5
208, 2.978472, 10.640019, 6.013704, 5
209, 2.924922, 10.654810, 5.996343, 5
210, 2.871636, 10.670528, 5.978982, 5
211, 2.818631, 10.687168, 5.961621, 5
212, 2.765923, 10.704727, 5.944259, 66
213, 2.818318, 10.686256, 5.926898, 127
214, 2.870385, 10.666878, 5.909537, 127
215, 2.922107, 10.646600, 5.892176, 127
216, 2.973470, 10.625426, 5.874815, 127
217, 3.024457, 10.603365, 5.857454, 127
218, 3.075053, 10.580421, 5.840093, 127
219, 3.125244, 10.556602, 5.822732, 127
220, 3.175014, 10.531916, 5.805371, 127
221, 3.224347, 10.506369, 5.788009, 127
222, 3.273229, 10.479970, 5.770648, 66
223, 3.224813, 10.507214, 5.753287, 3
224, 3.176876, 10.535294, 5.735926, 5
225, 3.129434, 10.564202, 5.718565, 5
226, 3.082501, 10.593930, 5.701204, 5
227, 3.036092, 10.624468, 5.683843, 5
228, 2.990219, 10.655807, 5.666482, 5
229, 2.944897, 10.687937, 5.649121, 5
230, 2.900140, 10.720849, 5.631759, 5
231, 2.855961, 10.754534, 5.614398, 5
232, 2.812374, 10.788980, 5.597037, 5
233, 2.855357, 10.753782, 5.579676, 5
234, 2.897722, 10.717844, 5.562315, 66
235, 2.939457, 10.681175, 5.544954, 127
236, 2.980550, 10.643787, 5.527593, 127
237, 3.020987, 10.605692, 5.510232, 127
238, 3.060756, 10.566900, 5.492871, 127
239, 3.099846, 10.527423, 5.475509, 127
240, 3.138245, 10.487274, 5.458148, 127
241, 3.175941, 10.446465, 5.440787, 127
242, 3.212923, 10.405007, 5.423426, 127
243, 3.249180, 10.362913, 5.406065, 127
244, 3.284700, 10.320196, 5.388704, 127
245, 3.319474, 10.276870, 5.371343, 66
246, 3.353490, 10.232945, 5.353982, 66
247, 3.386738, 10.188437, 5.336621, 5
248, 3.419209, 10.143359, 5.319259, 5
249, 3.450892, 10.097724, 5.301898, 5
250, 3.481779, 10.051545, 5.284537, 5
251, 3.511859, 10.004837, 5.267176, 5
252, 3.541123, 9.957614, 5.249815, 5
253, 3.569564, 9.909891, 5.232454, 5
